ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00005^Yazneg Ferrow^Άνδρας^Orc^Cleric^-^1^1/8^Θελήματα^Drifters^The Drift^Dust Depot (SET-012)^Εχθρικός^16^11^Mace^+5^1d6+3 θλαστικό^Guiding Bolt; Healing Word; Cure Wounds; Shield of Faith^-^θυμιατό που δεν άναψε ποτέ; γυαλιά σφραγισμένα από τη σκόνη; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-05718^Garret Greave^Άνδρας^Halfling^Warlock^The Celestial^7^4^Λοχίας τείχους^Independent^The Drift^Long Waystation (SET-002)^Φιλικός^15^70^Pact blade^+7^1d8+4 τέμνον^Invisibility; Darkness; Armor of Agathys; Charm Person^-^κλειδί που δεν ξεκλειδώνει τίποτα σε αυτόν τον κόσμο; εφεδρική πλήμνη τροχού, λάθος μέγεθος; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-05723^Rionach Zell^Γυναίκα^Elf^Fighter^Eldritch Knight^8^4^Καπετάνιος route^Guardians^The Drift^Dust Depot (SET-012)^Ουδέτερη^19^88^Longsword^+7^1d8+4 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; κατάλογος κάθε waystation από εδώ ως την ακτή; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Κοιμάται καθιστη με το χέρι ακόμα στο όπλο.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-05733^Rook Jessup^Άνδρας^Human^Ranger^Hunter^4^1^Σταβλίτης^Independent^The Drift^Long Waystation (SET-002)^Εχθρικός^15^35^Hand crossbow^+5^1d6+3 διατρητικό^Hunter's Mark; Cure Wounds; Fog Cloud; Ensnaring Strike^-^φαρέτρα με διπλό πάτο; υπογεγραμμένο route-charter; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-05742^Torinn Redgrave^Άνδρας^Dragonborn^Cleric^Light Domain^4^1^Βοηθός ταβέρνας^Drifters^The Drift^Long Waystation (SET-002)^Φιλικός^16^32^Mace^+5^1d6+3 θλαστικό^Shield of Faith; Guiding Bolt; Healing Word; Cure Wounds^-^θυμιατό που δεν άναψε ποτέ; τρία εφεδρικά shield cells; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-05758^Shautha Tallow^Γυναίκα^Half-Orc^Monk^-^2^1/4^Ο παράξενος του χωριού^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερη^15^19^Shortsword^+5^1d6+3 διατρητικό^-^-^επίδεσμοι σημαδεμένοι με στάχτη; εφεδρική πλήμνη τροχού, λάθος μέγεθος; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός της ακούγεται πιο μακριά από την κανονική της φωνή.
SL-05768^Jelenneth Tallowmere^Γυναίκα^Elf^Fighter^Eldritch Knight^11^6^Λοχίας τείχους^Independent^The Drift^Long Waystation (SET-002)^Εχθρική^20^129^Halberd^+9^1d10+5 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; κλειδί waystation που δεν ανοίγει πια τίποτα; ένταλμα με τη δική της περιγραφή πάνω^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-05785^Vurga Kirkwall^Γυναίκα^Half-Orc^Fighter^Eldritch Knight^11^6^Μεταφορέας serum^Drifters^The Drift^Ember Crossing (SET-011)^Φιλική^19^126^Longbow^+9^1d8+5 διατρητικό^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; εφεδρική πλήμνη τροχού, λάθος μέγεθος; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Μετράει shield cells σε μια πύλη waystation και αρνείται να την ανοίξει πριν καταγραφεί το τελευταίο.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-05789^Greta Wend^Γυναίκα^Human^Fighter^-^2^1/4^Τραυματιοφορέας^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^18^22^Halberd^+5^1d10+3 τέμνον^-^-^θώρακας επισκευασμένος στο πεδίο; κλειδί waystation που δεν ανοίγει πια τίποτα; μια τούφα μαλλιά σε διπλωμένο χαρτί^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-05801^Vaunea Brackwater^Γυναίκα^Goliath^Fighter^Eldritch Knight^8^4^Εκτελεστής^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^20^88^Longsword^+7^1d8+4 τέμνον^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; τρία εφεδρικά shield cells; νόμισμα στραβωμένο από βολή που δεν αυτήν πέτυχε^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Κρατάει κάθε πρόταση κάτω από έξι λέξεις, πειθαρχία που επέβαλε στον εαυτό της.
SL-05803^Jessa Vexley^Γυναίκα^Half-Elf^Druid^Circle of the Moon^8^5^Αξιωματικός σημάτων^Independent^The Drift^Dust Depot (SET-012)^Φιλική^17^72^Scimitar^+7^1d6+4 τέμνον^Healing Word; Faerie Fire; Entangle; Barkskin^-^ραβδί που έχει ριζώσει δύο φορές; υπογεγραμμένο route-charter; σφραγισμένο φιαλίδιο με μόνο μια ημερομηνία^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-05805^Marick Pike^Άνδρας^Half-Elf^Barbarian^Path of the Berserker^5^2^Ανασύρτης ναυαγίων^Independent^The Drift^Nine Stop (SET-008)^Ουδέτερος^16^54^Handaxe pair^+7^1d6+4 τέμνον^-^-^γροθιές τυλιγμένες με αλυσίδα; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Το γέλιο του έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-05811^Cera Vale^Γυναίκα^Half-Elf^Fighter^-^2^1/4^Βοηθός αρχειοφύλακα^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^18^23^Longbow^+5^1d8+3 διατρητικό^-^-^Thundermount crystalline longsword (+1); τρία εφεδρικά shield cells; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-05827^Aldric Quillon^Άνδρας^Human^Fighter^Champion^6^3^Υπάλληλος assay^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^19^69^Longbow^+7^1d8+4 διατρητικό^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; εφεδρική πλήμνη τροχού, λάθος μέγεθος; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Τελειώνει τις προτάσεις των άλλων και έχει δίκιο αρκετά συχνά ώστε να εκνευρίζει.
SL-05836^Kavash Ironvane^Άνδρας^Goliath^Sorcerer^Draconic Sorcery^14^9^Πρώτος εκτελεστής^Independent^The Drift^Dust Depot (SET-012)^Φιλικός^15^125^Fire Bolt^+10^310 fire^Fly; Chain Lightning; Sunburst; Twinned Haste^-^γάντι που κρύβει χέρι που δεν φαίνεται πια σωστό; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Παζαρεύει σκληρά για κάτι άχρηστο, προφανώς για την εξάσκηση.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-05840^Ysolde Vance^Γυναίκα^Half-Elf^Sorcerer^Clockwork Sorcery^10^6^Χειριστής θηρίων^Drifters^The Drift^Dust Depot (SET-012)^Εχθρική^12^85^Ray of Frost^+9^2d8 cold^Chromatic Orb; Magic Missile; Fly; Twinned Haste^-^ασταθές focus που βουίζει κοντά σε shields; κλειδί waystation που δεν ανοίγει πια τίποτα; παιδικό γράμμα με παραλήπτη κάποιον του party^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Ψιθυρίζει εξ ορισμού· η ένταση ανεβαίνει μόνο όταν φοβάται.
SL-05850^Celene Wardlow^Γυναίκα^Aasimar^Druid^-^1^1/8^Σχοινάς^Independent^The Drift^Long Waystation (SET-002)^Εχθρική^15^11^Scimitar^+5^1d6+3 τέμνον^Entangle; Goodberry; Healing Word; Faerie Fire^-^σακούλι με σπόρους εξαφανισμένων χόρτων; τρία εφεδρικά shield cells; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Απαγγέλλει τιμές, βάρη και αποστάσεις με απόλυτη ακρίβεια και ξεχνάει ονόματα ακαριαία.
SL-05865^Nol Brackwater^Άνδρας^Human^Barbarian^Path of the Berserker^20^14^Φρουρός του Reach^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^17^243^Greatsword^+11^2d6+5 τέμνον^-^-^μανδύας από δέρμα πλάσματος που δεν θα έπρεπε να υπάρχει; κατάλογος κάθε waystation από εδώ ως την ακτή; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Τραυλίζει μόνο στην πρώτη λέξη της πρότασης και σε καμία μετά.
SL-05871^Bardin Orrick^Άνδρας^Dwarf^Fighter^Champion^11^6^Πιλότος πάγου^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^20^131^Longsword^+9^1d8+5 τέμνον^-^-^κόρνα ρήγματος shield; γυαλιά σφραγισμένα από τη σκόνη; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-05876^Halloway Palgrave^Άνδρας^Human^Sorcerer^Clockwork Sorcery^10^6^Εκτελεστής^Independent^The Drift^Grey Crossing (SET-006)^Ουδέτερος^14^86^Ray of Frost^+9^2d8 cold^Shield; Fly; Burning Hands; Hold Person^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; εφεδρική πλήμνη τροχού, λάθος μέγεθος; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Έχει μάθει να χαμηλώνει τη φωνή του όταν λέει κάτι αληθινό.
SL-05877^Otren Quick^Άνδρας^Dwarf^Cleric^Trickery Domain^10^6^Καπετάνιος συνοδείας^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερος^18^86^Warhammer^+9^1d8+5 θλαστικό^Shield of Faith; Spiritual Weapon; Beacon of Hope; Revivify^-^φορητό βωμό που διπλώνει σε σακίδιο; κλειδί waystation που δεν ανοίγει πια τίποτα; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Απαντάει «όχι» σε κάθε πρώτη ερώτηση αντανακλαστικά, και μετά το ξανασκέφτεται.
SL-05887^Kestrel Harkaway^Γυναίκα^Human^Wizard^School of Abjuration^9^6^Υπάλληλος επικηρύξεων^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^12^67^Fire Bolt^+9^210 fire^Detect Magic; Web; Mirror Image; Magic Missile^-^γυάλινη ράβδος που βουίζει κοντά σε shields; κατάλογος κάθε waystation από εδώ ως την ακτή; δαχτυλίδι πολύ μικρό για οποιονδήποτε γνωρίζει^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Γελάει πριν ανακοινώσει άσχημα νέα και δεν μπορεί να το σταματήσει.
SL-05892^Corrin Palgrave^Άνδρας^Human^Fighter^Eldritch Knight^8^4^Ληστής^Independent^The Drift^Ash Depot (SET-005)^Ουδέτερος^18^94^Greatsword^+7^2d6+4 τέμνον^-^-^βαρίδια ρίψης; κλειδί waystation που δεν ανοίγει πια τίποτα; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Μετράει ως το τρία ψιθυριστά πριν απαντήσει σε κάτι δύσκολο.
SL-05893^Wilda Mourn^Γυναίκα^Halfling^Bard^College of Lore^20^15^Κυνηγός Calamity^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερη^17^175^Rapier^+11^1d8+5 διατρητικό^Major Image; Fear; Hypnotic Pattern; Foresight^-^το μοναδικό γραπτό αντίγραφο ενός route-song; υπογεγραμμένο route-charter; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-05909^Tarin Dross^Άνδρας^Halfling^Cleric^Trickery Domain^3^1/2^Παραγιός μάγειρα^Drifters^The Drift^Dust Depot (SET-012)^Εχθρικός^18^25^Sacred Flame^+5^1d8+3 τέμνον^Cure Wounds; Healing Word; Bless; Shield of Faith^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-05911^Nix Umber^Άνδρας^Gnome^Fighter^-^2^1/4^Αντιγραφέας καταστίχων^Independent^The Drift^Ash Depot (SET-005)^Φιλικός^17^20^Longsword^+5^1d8+3 τέμνον^-^-^χαρακωμένο greatsword; εφεδρική πλήμνη τροχού, λάθος μέγεθος; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Διαβάζει ένα route-charter ανάποδα και κάνει ότι δεν το κάνει.^Παραλείπει τα άρθρα, δίνοντας σε κάθε πρόταση κοφτό, τηλεγραφικό σχήμα.
SL-05921^Larien Vale^Άνδρας^Elf^Barbarian^Path of the Wild Heart^10^5^Χειριστής θηρίων^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^15^117^Maul^+9^2d6+5 θλαστικό^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; κλειδί waystation που δεν ανοίγει πια τίποτα; Guardian dog-tag που δεν είναι δικό του^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-05935^Corvin Windrell^Άνδρας^Half-Elf^Fighter^Eldritch Knight^4^1^Σταβλίτης^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^18^45^Greatsword^+5^2d6+3 τέμνον^-^-^χαρακωμένο greatsword; εφεδρική πλήμνη τροχού, λάθος μέγεθος; κλειδί χωρίς κλειδαριά^Τσακώνεται για βάρη διοδίων με ένα καραβάνι που έχει ήδη ξεφορτώσει.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-05941^Hammerhead Yarrowdale^Άνδρας^Awakened Construct^Ranger^-^2^1/4^Καθαριστής τείχους^Drifters^The Drift^Long Waystation (SET-002)^Φιλικός^16^16^Shortsword pair^+5^1d6+3 διατρητικό^Cure Wounds; Hunter's Mark; Fog Cloud; Goodberry^-^nightglass δοκιμασμένο με δεμένα μάτια; υπογεγραμμένο route-charter; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Το γέλιο του έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-05955^Naivara Mourn^Γυναίκα^Elf^Druid^Circle of Stars^3^1/2^Βοηθός ταβέρνας^Drifters^The Drift^Ash Depot (SET-005)^Ουδέτερη^15^26^Scimitar^+5^1d6+3 τέμνον^Thunderwave; Entangle; Faerie Fire; Healing Word^The Mender's Bowl^βάζο με χώμα από τόπο που δεν υπάρχει πια; κλειδί waystation που δεν ανοίγει πια τίποτα; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Διαβάζει ένα route-charter ανάποδα και κάνει ότι δεν το κάνει.^Μιλάει για τον δρόμο σαν να έχει προθέσεις, και δεν είναι ποιητικός.
SL-05958^Cael Ashcombe^Άνδρας^Human^Cleric^-^1^1/8^Νερουλάς^Drifters^The Drift^Ember Crossing (SET-011)^Ουδέτερος^18^9^Ritual sickle^+5^1d6+3 τέμνον^Healing Word; Bless; Cure Wounds; Shield of Faith^-^τελετουργικό δρεπάνι; κατάλογος κάθε waystation από εδώ ως την ακτή; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Τραυλίζει μόνο στην πρώτη λέξη της πρότασης και σε καμία μετά.
SL-05987^Morgran Elmsworth^Άνδρας^Dwarf^Ranger^Gloom Stalker^10^5^Περιπολητής περιμέτρου^Independent^The Drift^Low Crossing (SET-007)^Εχθρικός^15^96^Longbow^+9^1d8+5 διατρητικό^Nondetection; Wind Wall; Pass Without Trace; Summon Beast^-^μπότες με σόλα που δεν αφήνει ίχνος; γυαλιά σφραγισμένα από τη σκόνη; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Μιλάει τέλεια την τοπική γλώσσα αλλά σκέφτεται σε άλλη, και φαίνεται στη σειρά των λέξεων.
SL-05995^Astra Sunder^Γυναίκα^Aasimar^Druid^Circle of the Sea^4^1^Σταβλίτης^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^16^34^Quarterstaff^+5^1d8+3 θλαστικό^Healing Word; Faerie Fire; Goodberry; Entangle^-^κέρατο ελαφιού σκαλισμένο με σεληνιακό ημερολόγιο; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; λίστα routes που δεν υπάρχουν πια^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Μιλάει στα ζώα πιο ζεστά απ' ό,τι στους ανθρώπους, και το ξέρει.
SL-05997^Opal Tenbury^Γυναίκα^Awakened Construct^Bard^College of Glamour^3^1/2^Λυχνοκόπος^The Otherside^The Drift^Dust Depot (SET-012)^Φιλική^13^21^Rapier^+5^1d8+3 διατρητικό^Dissonant Whispers; Healing Word; Bane; Faerie Fire^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; γυαλιά σφραγισμένα από τη σκόνη; λίστα routes που δεν υπάρχουν πια^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Σταματάει για να διαλέξει ανάμεσα σε δύο λέξεις και πάντα παίρνει την πιο ωμή.
SL-05998^Halda Yardley^Γυναίκα^Dwarf^Rogue^-^2^1/4^Υπάλληλος πύλης^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερη^15^15^Dagger (Sneak Attack)^+5^1d4+3 + 1d6 διατρητικό^-^-^φλασκί λαδιού λάμπας χωρίς λάμπα; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Απαγγέλλει τιμές, βάρη και αποστάσεις με απόλυτη ακρίβεια και ξεχνάει ονόματα ακαριαία.
SL-06008^Ander Ferrow^Άνδρας^Half-Elf^Ranger^Beast Master^5^2^Μεσάζων πληροφοριών^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^16^42^Shortsword pair^+7^1d6+4 διατρητικό^Hunter's Mark; Lesser Restoration; Pass Without Trace; Spike Growth^-^πυξίδα Drifter's Road; εφεδρική πλήμνη τροχού, λάθος μέγεθος; debt-token από τους Lifeweavers^Μετράει shield cells σε μια πύλη waystation και αρνείται να την ανοίξει πριν καταγραφεί το τελευταίο.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-06014^Elior Ingram^Γυναίκα^Aasimar^Paladin^Oath of Vengeance^8^4^Αναγνώστης καταιγίδων^Drifters^The Drift^Pale Depot (SET-010)^Φιλική^19^89^Longsword (Divine Smite)^+7^1d8+4 + 2d8 radiant^Compelled Duel; Aid; Hunter's Mark; Cure Wounds^-^ασπίδα με μισοσβησμένο οικόσημο; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-06032^Wilda Dane^Γυναίκα^Halfling^Cleric^War Domain^4^1^Καθαριστής κόμβων^Drifters^The Drift^Long Waystation (SET-002)^Ουδέτερη^16^30^Sacred Flame^+5^1d8+3 τέμνον^Healing Word; Bless; Cure Wounds; Shield of Faith^-^φορητό βωμό που διπλώνει σε σακίδιο; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Χρησιμοποιεί ιατρικούς όρους για τα πάντα, ακόμα και για συναισθηματικές καταστάσεις.
SL-06034^Corrin Brine^Άνδρας^Human^Cleric^Trickery Domain^7^4^Κούριερ συμβολαίων^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^18^64^Mace^+7^1d6+4 θλαστικό^Aid; Silence; Guiding Bolt; Cure Wounds^-^φορητό βωμό που διπλώνει σε σακίδιο; κατάλογος κάθε waystation από εδώ ως την ακτή; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Χρησιμοποιεί ιατρικούς όρους για τα πάντα, ακόμα και για συναισθηματικές καταστάσεις.
SL-06036^Delg Tallowmere^Γυναίκα^Goliath^Sorcerer^Aberrant Sorcery^6^4^Λοχίας περιμέτρου^Drifters^The Drift^Long Waystation (SET-002)^Φιλική^14^54^Ray of Frost^+7^2d8 cold^Scorching Ray; Burning Hands; Misty Step; Shield^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; τρία εφεδρικά shield cells; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Κάθεται στη σκεπή ενός waystation κοιτώντας τον ορίζοντα προς τη λάθος κατεύθυνση.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-06042^Eglath Everdene^Άνδρας^Goliath^Bard^College of Valor^5^3^Αναγνώστης άστρων^Independent^The Drift^Dust Depot (SET-012)^Εχθρικός^14^38^Rapier^+7^1d8+4 διατρητικό^Shatter; Faerie Fire; Dissonant Whispers; Hold Person^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; κομμάτι συμβολαίου με τρεις υπογραφές και κανέναν όρο^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-06046^Kriv Deepwell^Άνδρας^Dragonborn^Rogue^Arcane Trickster^5^2^Γιατρός πεδίου^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^17^40^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; κατάλογος κάθε waystation από εδώ ως την ακτή; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Σέρνει σπασμένο άξονα από τον δρόμο μόνος επειδή το καραβάνι δεν περίμενε.^Κοφτές καταφάσεις· χρόνια φωνάζοντας πάνω από τον άνεμο άφησαν τη φωνή του μόνιμα βραχνή.
SL-06059^Bram Emberly^Άνδρας^Human^Druid^Circle of the Sea^13^9^Μεσάζων της Otherside^Independent^The Drift^Dust Depot (SET-012)^Εχθρικός^16^139^Scimitar^+10^1d6+5 τέμνον^Conjure Animals; Barkskin; Pass Without Trace; Moonbeam^-^ραβδί που έχει ριζώσει δύο φορές; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; μια τούφα μαλλιά σε διπλωμένο χαρτί^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-06069^Caelynn Tallow^Γυναίκα^Elf^Fighter^Psi Warrior^14^8^Φύλακας του βάλτου^Guardians^The Drift^Long Waystation (SET-002)^Φιλική^19^173^Halberd^+10^1d10+5 τέμνον^-^-^κόρνα ρήγματος shield; γυαλιά σφραγισμένα από τη σκόνη; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Συνοδεύει ένα κάρο που δεν μεταφέρει απολύτως τίποτα.^Μιλάει μόνο σε προστακτική, ακόμα και κοινωνικά.
SL-06078^Mira Vell^Γυναίκα^Half-Elf^Ranger^Fey Wanderer^4^1^Παγιδευτής^Independent^The Drift^Dust Depot (SET-012)^Ουδέτερη^14^31^Hand crossbow^+5^1d6+3 διατρητικό^Hunter's Mark; Goodberry; Cure Wounds; Fog Cloud^-^πυξίδα Drifter's Road; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
